Loc_ID,Demographic_ID,Resource_ID,Region,Province,District,CityOrMunicipality,Barangay,Population,Male,Female,Families
L00286,Dg0000286,R000286,CAR,ABRA,,SAN QUINTIN,Poblacion,740,367,373,165
L00287,Dg0000287,R000287,CAR,ABRA,,SAN QUINTIN,Tangadan,"1,362",699,663,300
L00288,Dg0000288,R000288,CAR,ABRA,,SAN QUINTIN,Villa Mercedes,983,499,484,216
L00289,Dg0000289,R000289,CAR,ABRA,,TAYUM,,"13,928","7,163","6,765","2,951"
L00290,Dg0000290,R000290,CAR,ABRA,,TAYUM,Bagalay,925,478,447,199
L00291,Dg0000291,R000291,CAR,ABRA,,TAYUM,Basbasa,849,438,411,190
L00292,Dg0000292,R000292,CAR,ABRA,,TAYUM,Budac,"1,286",693,593,261
L00293,Dg0000293,R000293,CAR,ABRA,,TAYUM,Bumagcat,794,412,382,166
L00294,Dg0000294,R000294,CAR,ABRA,,TAYUM,Cabaroan,"1,251",650,601,269
L00295,Dg0000295,R000295,CAR,ABRA,,TAYUM,Deet,912,444,468,190
L00296,Dg0000296,R000296,CAR,ABRA,,TAYUM,Gaddani,"1,325",690,635,285
L00297,Dg0000297,R000297,CAR,ABRA,,TAYUM,Patucannay,"1,317",685,632,280
L00298,Dg0000298,R000298,CAR,ABRA,,TAYUM,Pias,"1,165",594,571,226
L00299,Dg0000299,R000299,CAR,ABRA,,TAYUM,Poblacion,"2,645","1,355","1,290",572
L00300,Dg0000300,R000300,CAR,ABRA,,TAYUM,Velasco,"1,459",724,735,313
L00301,Dg0000301,R000301,CAR,ABRA,,TINEG,,"4,668","2,412","2,256",903
L00302,Dg0000302,R000302,CAR,ABRA,,TINEG,Alangtin,650,353,297,96
L00303,Dg0000303,R000303,CAR,ABRA,,TINEG,Alaoa,612,310,302,129
L00304,Dg0000304,R000304,CAR,ABRA,,TINEG,Amtuagan,494,267,227,90
L00305,Dg0000305,R000305,CAR,ABRA,,TINEG,Anayan,253,134,119,54
L00306,Dg0000306,R000306,CAR,ABRA,,TINEG,Apao,268,134,134,57
L00307,Dg0000307,R000307,CAR,ABRA,,TINEG,Belaat,252,124,128,51
L00308,Dg0000308,R000308,CAR,ABRA,,TINEG,Caganayan,"1,212",635,577,208
L00309,Dg0000309,R000309,CAR,ABRA,,TINEG,Cogon,488,254,234,95
L00310,Dg0000310,R000310,CAR,ABRA,,TINEG,Dilong,818,415,403,147
L00311,Dg0000311,R000311,CAR,ABRA,,TINEG,Kili,426,223,203,72
L00312,Dg0000312,R000312,CAR,ABRA,,TUBO,Lanec,172,84,88,38
L00313,Dg0000313,R000313,CAR,ABRA,,TUBO,Lapat-Balantay,356,192,164,64
L00314,Dg0000314,R000314,CAR,ABRA,,TUBO,Naglibacan,413,216,197,81
L00315,Dg0000315,R000315,CAR,ABRA,,TUBO,Poblacion (Agsimao),642,329,313,126
L00316,Dg0000316,R000316,CAR,ABRA,,TUBO,Poblacion (Mayabo),582,314,268,95
L00317,Dg0000317,R000317,CAR,ABRA,,TUBO,Supo,732,379,353,122
L00318,Dg0000318,R000318,CAR,ABRA,,TUBO,Tabacda,246,137,109,39
L00319,Dg0000319,R000319,CAR,ABRA,,TUBO,Tiempo,800,411,389,120
L00320,Dg0000320,R000320,CAR,ABRA,,TUBO,TUBO,"5,719","3,005","2,714",957
L00321,Dg0000321,R000321,CAR,ABRA,,TUBO,Tubtuba,491,259,232,83
L00322,Dg0000322,R000322,CAR,ABRA,,TUBO,Wayangan,480,247,233,93
L00323,Dg0000323,R000323,CAR,ABRA,,VILLAVICIOSA,,"5,377","2,788","2,589","1,128"
L00324,Dg0000324,R000324,CAR,ABRA,,VILLAVICIOSA,Ap-apaya,531,266,265,104
L00325,Dg0000325,R000325,CAR,ABRA,,VILLAVICIOSA,Bol-lilising,294,162,132,66
L00326,Dg0000326,R000326,CAR,ABRA,,VILLAVICIOSA,Cal-lao,931,486,445,188
L00327,Dg0000327,R000327,CAR,ABRA,,VILLAVICIOSA,Lap-lapog,766,397,369,161
L00328,Dg0000328,R000328,CAR,ABRA,,VILLAVICIOSA,Lumaba,552,280,272,121
L00329,Dg0000329,R000329,CAR,ABRA,,VILLAVICIOSA,Poblacion,836,437,399,174
L00330,Dg0000330,R000330,CAR,ABRA,,VILLAVICIOSA,Tamac,627,334,293,135
L00331,Dg0000331,R000331,CAR,ABRA,,VILLAVICIOSA,Tuquib,840,426,414,179
L00332,Dg0000332,R000332,CAR,APAYAO,,,,"112,523","58,147","54,376","23,337"
L00333,Dg0000333,R000333,CAR,APAYAO,,CALANASAN (BAYAG),,"11,542","6,037","5,505","2,208"
L00334,Dg0000334,R000334,CAR,APAYAO,,CALANASAN (BAYAG),Butao,672,343,329,117
L00335,Dg0000335,R000335,CAR,APAYAO,,CALANASAN (BAYAG),Cadaclan,437,236,201,83
L00336,Dg0000336,R000336,CAR,APAYAO,,CALANASAN (BAYAG),Don Roque Ablan Sr.,273,147,126,47
L00337,Dg0000337,R000337,CAR,APAYAO,,CALANASAN (BAYAG),Eleazar,121,61,60,22
L00338,Dg0000338,R000338,CAR,APAYAO,,CALANASAN (BAYAG),Eva Puzon,"1,072",586,486,221
L00339,Dg0000339,R000339,CAR,APAYAO,,CALANASAN (BAYAG),Kabugawan,484,263,221,93
L00340,Dg0000340,R000340,CAR,APAYAO,,CALANASAN (BAYAG),Langnao,164,90,74,30
L00341,Dg0000341,R000341,CAR,APAYAO,,CALANASAN (BAYAG),Lubong,612,316,296,99
L00342,Dg0000342,R000342,CAR,APAYAO,,CALANASAN (BAYAG),Macalino,265,126,139,50
L00343,Dg0000343,R000343,CAR,APAYAO,,CALANASAN (BAYAG),Naguilian,389,207,182,74
L00344,Dg0000344,R000344,CAR,APAYAO,,CALANASAN (BAYAG),Namaltugan,924,482,442,171
L00345,Dg0000345,R000345,CAR,APAYAO,,CALANASAN (BAYAG),Poblacion,"1,939",965,974,355
L00346,Dg0000346,R000346,CAR,APAYAO,,CALANASAN (BAYAG),Sabangan,379,192,187,68
L00347,Dg0000347,R000347,CAR,APAYAO,,CALANASAN (BAYAG),Santa Elena,208,120,88,43
L00348,Dg0000348,R000348,CAR,APAYAO,,CALANASAN (BAYAG),Santa Filomena,859,447,412,207
L00349,Dg0000349,R000349,CAR,APAYAO,,CALANASAN (BAYAG),Tanglagan,"1,938","1,017",921,392
L00350,Dg0000350,R000350,CAR,APAYAO,,CALANASAN (BAYAG),Tubang,411,219,192,73
L00351,Dg0000351,R000351,CAR,APAYAO,,CALANASAN (BAYAG),Tubongan,395,220,175,63
L00352,Dg0000352,R000352,CAR,APAYAO,,CONNER,,"24,788","13,017","11,771","4,792"
L00353,Dg0000353,R000353,CAR,APAYAO,,CONNER,Allangigan,424,219,205,83
L00354,Dg0000354,R000354,CAR,APAYAO,,CONNER,Banban,"1,042",536,506,204
L00355,Dg0000355,R000355,CAR,APAYAO,,CONNER,Buluan,"1,462",784,678,304
L00356,Dg0000356,R000356,CAR,APAYAO,,CONNER,Caglayan (New Pob.),"1,865",965,900,360
L00357,Dg0000357,R000357,CAR,APAYAO,,CONNER,Calafug,906,497,409,155
L00358,Dg0000358,R000358,CAR,APAYAO,,CONNER,Cupis,440,225,215,80
L00359,Dg0000359,R000359,CAR,APAYAO,,CONNER,Daga,"1,281",690,591,258
L00360,Dg0000360,R000360,CAR,APAYAO,,CONNER,Guinaang,"1,476",776,700,285
L00361,Dg0000361,R000361,CAR,APAYAO,,CONNER,Guinamgaman,824,435,389,166
L00362,Dg0000362,R000362,CAR,APAYAO,,CONNER,Ili,"1,195",636,559,237
L00363,Dg0000363,R000363,CAR,APAYAO,,CONNER,Karikitan,"1,928","1,031",897,344
L00364,Dg0000364,R000364,CAR,APAYAO,,CONNER,Katablangan,697,390,307,108
L00365,Dg0000365,R000365,CAR,APAYAO,,CONNER,Malama,"2,885","1,438","1,447",579
L00366,Dg0000366,R000366,CAR,APAYAO,,CONNER,Manag,"1,629",850,779,329
L00367,Dg0000367,R000367,CAR,APAYAO,,CONNER,Mawegui,763,418,345,150
L00368,Dg0000368,R000368,CAR,APAYAO,,CONNER,Nabuangan,594,309,285,106
L00369,Dg0000369,R000369,CAR,APAYAO,,CONNER,Paddaoan,"1,623",856,767,314
L00370,Dg0000370,R000370,CAR,APAYAO,,CONNER,Puguin,805,426,379,151
L00371,Dg0000371,R000371,CAR,APAYAO,,CONNER,Ripang (Old Pob.),836,424,412,164
L00372,Dg0000372,R000372,CAR,APAYAO,,CONNER,Sacpil,"1,141",605,536,223
L00373,Dg0000373,R000373,CAR,APAYAO,,CONNER,Talifugo,972,507,465,192
L00374,Dg0000374,R000374,CAR,APAYAO,,FLORA,,"16,725","8,580","8,145","3,727"
L00375,Dg0000375,R000375,CAR,APAYAO,,FLORA,Allig,"1,507",753,754,329
L00376,Dg0000376,R000376,CAR,APAYAO,,FLORA,Anninipan,930,478,452,199
L00377,Dg0000377,R000377,CAR,APAYAO,,FLORA,Atok,584,289,295,135
L00378,Dg0000378,R000378,CAR,APAYAO,,FLORA,Bagutong,"1,382",702,680,305
L00379,Dg0000379,R000379,CAR,APAYAO,,FLORA,Balasi,238,121,117,60
L00380,Dg0000380,R000380,CAR,APAYAO,,FLORA,Balluyan,"1,485",789,696,321
L00381,Dg0000381,R000381,CAR,APAYAO,,FLORA,Malayugan,"1,290",699,591,280
L00382,Dg0000382,R000382,CAR,APAYAO,,FLORA,Mallig,538,284,254,125
L00383,Dg0000383,R000383,CAR,APAYAO,,FLORA,Malubibit Norte,"1,005",509,496,226
L00384,Dg0000384,R000384,CAR,APAYAO,,FLORA,Malubibit Sur,459,252,207,115
L00385,Dg0000385,R000385,CAR,APAYAO,,FLORA,Poblacion East,"2,598","1,288","1,310",556
L00386,Dg0000386,R000386,CAR,APAYAO,,FLORA,Poblacion West,"2,120","1,061","1,059",443
L00387,Dg0000387,R000387,CAR,APAYAO,,FLORA,San Jose,690,373,317,159
L00388,Dg0000388,R000388,CAR,APAYAO,,FLORA,Santa Maria,817,431,386,236
L00389,Dg0000389,R000389,CAR,APAYAO,,FLORA,Tamalunog,837,423,414,184
L00390,Dg0000390,R000390,CAR,APAYAO,,FLORA,Upper Atok (Coliman),245,128,117,54
L00391,Dg0000391,R000391,CAR,APAYAO,,KABUGAO (Capital),,"16,170","8,274","7,896","3,116"
L00392,Dg0000392,R000392,CAR,APAYAO,,KABUGAO (Capital),Badduat,"1,000",505,495,192
L00393,Dg0000393,R000393,CAR,APAYAO,,KABUGAO (Capital),Baliwanan,478,248,230,87
L00394,Dg0000394,R000394,CAR,APAYAO,,KABUGAO (Capital),Bulu,298,161,137,52
L00395,Dg0000395,R000395,CAR,APAYAO,,KABUGAO (Capital),Cabetayan,556,287,269,111
L00396,Dg0000396,R000396,CAR,APAYAO,,KABUGAO (Capital),Dagara,484,247,237,89
L00397,Dg0000397,R000397,CAR,APAYAO,,KABUGAO (Capital),Dibagat,797,403,394,145
L00398,Dg0000398,R000398,CAR,APAYAO,,KABUGAO (Capital),Karagawan,676,376,300,145
L00399,Dg0000399,R000399,CAR,APAYAO,,KABUGAO (Capital),Kumao,557,289,268,107
L00400,Dg0000400,R000400,CAR,APAYAO,,KABUGAO (Capital),Laco,410,209,201,98
L00401,Dg0000401,R000401,CAR,APAYAO,,KABUGAO (Capital),Lenneng (Liyyeng),"2,396","1,254","1,142",446
L00402,Dg0000402,R000402,CAR,APAYAO,,KABUGAO (Capital),Lucab,660,337,323,119
L00403,Dg0000403,R000403,CAR,APAYAO,,KABUGAO (Capital),Luttuacan,786,401,385,165
L00404,Dg0000404,R000404,CAR,APAYAO,,KABUGAO (Capital),Madatag,766,398,368,148
L00405,Dg0000405,R000405,CAR,APAYAO,,KABUGAO (Capital),Madduang,423,222,201,83
L00406,Dg0000406,R000406,CAR,APAYAO,,KABUGAO (Capital),Magabta,215,109,106,41
L00407,Dg0000407,R000407,CAR,APAYAO,,KABUGAO (Capital),Maragat,503,278,225,98
L00408,Dg0000408,R000408,CAR,APAYAO,,KABUGAO (Capital),Musimut,822,406,416,147
L00409,Dg0000409,R000409,CAR,APAYAO,,KABUGAO (Capital),Nagbabalayan,511,269,242,108
L00410,Dg0000410,R000410,CAR,APAYAO,,KABUGAO (Capital),Poblacion,"3,217","1,553","1,664",625
L00411,Dg0000411,R000411,CAR,APAYAO,,KABUGAO (Capital),Tuyangan,334,173,161,61
L00412,Dg0000412,R000412,CAR,APAYAO,,KABUGAO (Capital),Waga,281,149,132,49
L00413,Dg0000413,R000413,CAR,APAYAO,,LUNA,,"17,987","9,252","8,735","3,849"
L00414,Dg0000414,R000414,CAR,APAYAO,,LUNA,Bacsay,850,445,405,190
L00415,Dg0000415,R000415,CAR,APAYAO,,LUNA,Cagandungan,618,345,273,121
L00416,Dg0000416,R000416,CAR,APAYAO,,LUNA,Calabigan,532,274,258,106
L00417,Dg0000417,R000417,CAR,APAYAO,,LUNA,Cangisitan,683,352,331,159
L00418,Dg0000418,R000418,CAR,APAYAO,,LUNA,Capagaypayan,468,245,223,113
L00419,Dg0000419,R000419,CAR,APAYAO,,LUNA,Dagupan,"2,038","1,031","1,007",448
L00420,Dg0000420,R000420,CAR,APAYAO,,LUNA,Lappa,667,350,317,146
L00421,Dg0000421,R000421,CAR,APAYAO,,LUNA,Luyon,350,176,174,70
L00422,Dg0000422,R000422,CAR,APAYAO,,LUNA,Marag,557,293,264,121
L00423,Dg0000423,R000423,CAR,APAYAO,,LUNA,Poblacion,"1,093",543,550,254
L00424,Dg0000424,R000424,CAR,APAYAO,,LUNA,Quirino,"1,228",634,594,243
L00425,Dg0000425,R000425,CAR,APAYAO,,LUNA,Salvacion,395,215,180,81
L00426,Dg0000426,R000426,CAR,APAYAO,,LUNA,San Francisco,823,437,386,181
L00427,Dg0000427,R000427,CAR,APAYAO,,LUNA,San Gregorio,529,282,247,112
L00428,Dg0000428,R000428,CAR,APAYAO,,LUNA,San Isidro Norte,750,358,392,144
L00429,Dg0000429,R000429,CAR,APAYAO,,LUNA,San Isidro Sur,"1,315",661,654,276
L00430,Dg0000430,R000430,CAR,APAYAO,,LUNA,San Sebastian,355,184,171,76
L00431,Dg0000431,R000431,CAR,APAYAO,,LUNA,Santa Lina,"1,026",536,490,222
L00432,Dg0000432,R000432,CAR,APAYAO,,LUNA,Shalom,666,344,322,129
L00433,Dg0000433,R000433,CAR,APAYAO,,LUNA,Tumog,"1,285",639,646,272
L00434,Dg0000434,R000434,CAR,APAYAO,,LUNA,Turod,"1,064",549,515,232
L00435,Dg0000435,R000435,CAR,APAYAO,,LUNA,Zumigui,695,359,336,153
L00436,Dg0000436,R000436,CAR,APAYAO,,PUDTOL,,"13,305","6,852","6,453","2,900"
L00437,Dg0000437,R000437,CAR,APAYAO,,PUDTOL,Aga,276,138,138,65
L00438,Dg0000438,R000438,CAR,APAYAO,,PUDTOL,Alem,875,432,443,189
L00439,Dg0000439,R000439,CAR,APAYAO,,PUDTOL,Amado,791,401,390,171
L00440,Dg0000440,R000440,CAR,APAYAO,,PUDTOL,Aurora,296,160,136,57
L00441,Dg0000441,R000441,CAR,APAYAO,,PUDTOL,Cabatacan,"1,313",675,638,307
L00442,Dg0000442,R000442,CAR,APAYAO,,PUDTOL,Cacalaggan,405,203,202,89
L00443,Dg0000443,R000443,CAR,APAYAO,,PUDTOL,Capannikian,"1,192",619,573,254
L00444,Dg0000444,R000444,CAR,APAYAO,,PUDTOL,Doña Loreta,711,371,340,157
L00445,Dg0000445,R000445,CAR,APAYAO,,PUDTOL,Emilia,427,220,207,104
L00446,Dg0000446,R000446,CAR,APAYAO,,PUDTOL,Imelda,552,297,255,112
L00447,Dg0000447,R000447,CAR,APAYAO,,PUDTOL,Lower Maton,345,178,167,74
L00448,Dg0000448,R000448,CAR,APAYAO,,PUDTOL,Lt. Bilag,176,101,75,47
L00449,Dg0000449,R000449,CAR,APAYAO,,PUDTOL,Lydia,529,283,246,109
L00450,Dg0000450,R000450,CAR,APAYAO,,PUDTOL,Malibang,472,246,226,95
L00451,Dg0000451,R000451,CAR,APAYAO,,PUDTOL,Mataguisi,807,426,381,159
L00452,Dg0000452,R000452,CAR,APAYAO,,PUDTOL,Poblacion,836,414,422,199
L00453,Dg0000453,R000453,CAR,APAYAO,,PUDTOL,San Antonio (Pugo),171,81,90,42
L00454,Dg0000454,R000454,CAR,APAYAO,,PUDTOL,San Jose,361,184,177,79
L00455,Dg0000455,R000455,CAR,APAYAO,,PUDTOL,San Luis,683,355,328,152
L00456,Dg0000456,R000456,CAR,APAYAO,,PUDTOL,San Mariano,463,253,210,104
L00457,Dg0000457,R000457,CAR,APAYAO,,PUDTOL,Swan,"1,253",620,633,254
L00458,Dg0000458,R000458,CAR,APAYAO,,PUDTOL,Upper Maton,371,195,176,81
L00459,Dg0000459,R000459,CAR,APAYAO,,SANTA MARCELA,,"12,006","6,135","5,871","2,745"
L00460,Dg0000460,R000460,CAR,APAYAO,,SANTA MARCELA,Barocboc,"1,548",790,758,351
L00461,Dg0000461,R000461,CAR,APAYAO,,SANTA MARCELA,Consuelo,871,451,420,210
L00462,Dg0000462,R000462,CAR,APAYAO,,SANTA MARCELA,Emiliana,787,401,386,185
L00463,Dg0000463,R000463,CAR,APAYAO,,SANTA MARCELA,Imelda (Sipa Annex),850,436,414,203
L00464,Dg0000464,R000464,CAR,APAYAO,,SANTA MARCELA,Malekkeg,970,492,478,227
L00465,Dg0000465,R000465,CAR,APAYAO,,SANTA MARCELA,Marcela (Pob.),"1,120",600,520,253
L00466,Dg0000466,R000466,CAR,APAYAO,,SANTA MARCELA,Nueva,662,337,325,163
L00467,Dg0000467,R000467,CAR,APAYAO,,SANTA MARCELA,Panay,766,380,386,179
L00468,Dg0000468,R000468,CAR,APAYAO,,SANTA MARCELA,San Antonio,799,407,392,164
L00469,Dg0000469,R000469,CAR,APAYAO,,SANTA MARCELA,San Carlos,"1,134",588,546,251
L00470,Dg0000470,R000470,CAR,APAYAO,,SANTA MARCELA,San Juan,461,236,225,108
L00471,Dg0000471,R000471,CAR,APAYAO,,SANTA MARCELA,San Mariano,978,509,469,216
L00472,Dg0000472,R000472,CAR,BENGUET,,SANTA MARCELA,Sipa Proper,"1,060",508,552,235
L00473,Dg0000473,R000473,CAR,BENGUET,,,,"718,929","362,493","356,436","168,753"
L00474,Dg0000474,R000474,CAR,BENGUET,,ATOK,,"19,196","10,077","9,119","4,158"
L00475,Dg0000475,R000475,CAR,BENGUET,,ATOK,Abiang,"1,751",921,830,418
L00476,Dg0000476,R000476,CAR,BENGUET,,ATOK,Caliking,"3,155","1,634","1,521",670
L00477,Dg0000477,R000477,CAR,BENGUET,,ATOK,Cattubo,"2,674","1,421","1,253",573
L00478,Dg0000478,R000478,CAR,BENGUET,,ATOK,Naguey,"1,723",906,817,334
L00479,Dg0000479,R000479,CAR,BENGUET,,ATOK,Paoay,"4,150","2,182","1,968",916
L00480,Dg0000480,R000480,CAR,BENGUET,,ATOK,Pasdong,"1,078",577,501,235
L00481,Dg0000481,R000481,CAR,BENGUET,,ATOK,Poblacion,"2,045","1,076",969,447
L00482,Dg0000482,R000482,CAR,BENGUET,,ATOK,Topdac,"2,620","1,360","1,260",565
L00483,Dg0000483,R000483,CAR,BENGUET,,BAGUIO CITY,,"315,800","154,143","161,657","78,313"
L00484,Dg0000484,R000484,CAR,BENGUET,,BAGUIO CITY,A. Bonifacio-Caguioa-Rimando (ABCR),931,440,491,261
L00485,Dg0000485,R000485,CAR,BENGUET,,BAGUIO CITY,Abanao-Zandueta-Kayong-Chugum-Otek (AZKCO),121,64,57,30
L00486,Dg0000486,R000486,CAR,BENGUET,,BAGUIO CITY,Alfonso Tabora,"1,446",680,766,471
L00487,Dg0000487,R000487,CAR,BENGUET,,BAGUIO CITY,Ambiong,"2,477","1,193","1,284",561
L00488,Dg0000488,R000488,CAR,BENGUET,,BAGUIO CITY,Andres Bonifacio (Lower Bokawkan),"1,226",587,639,308
L00489,Dg0000489,R000489,CAR,BENGUET,,BAGUIO CITY,Apugan-Loakan,"2,599","1,289","1,310",645
L00490,Dg0000490,R000490,CAR,BENGUET,,BAGUIO CITY,Asin Road,"11,443","5,837","5,606","2,585"
L00491,Dg0000491,R000491,CAR,BENGUET,,BAGUIO CITY,Atok Trail,"1,516",759,757,340
L00492,Dg0000492,R000492,CAR,BENGUET,,BAGUIO CITY,Aurora Hill North Central,472,211,261,125
L00493,Dg0000493,R000493,CAR,BENGUET,,BAGUIO CITY,Aurora Hill Proper (Malvar-Sgt. Floresca),819,400,419,238
L00494,Dg0000494,R000494,CAR,BENGUET,,BAGUIO CITY,Aurora Hill South Central,"1,142",570,572,297
L00495,Dg0000495,R000495,CAR,BENGUET,,BAGUIO CITY,Bagong Lipunan (Market Area),10,7,3,2
L00496,Dg0000496,R000496,CAR,BENGUET,,BAGUIO CITY,Bakakeng Central,"7,686","3,733","3,953","1,820"
L00497,Dg0000497,R000497,CAR,BENGUET,,BAGUIO CITY,Bakakeng North,"8,527","4,063","4,464","2,021"
L00498,Dg0000498,R000498,CAR,BENGUET,,BAGUIO CITY,Bal-Marcoville (Marcoville),660,323,337,151
L00499,Dg0000499,R000499,CAR,BENGUET,,BAGUIO CITY,Balsigan,"2,547","1,293","1,254",607
L00500,Dg0000500,R000500,CAR,BENGUET,,BAGUIO CITY,Bayan Park East,"1,151",555,596,330
L00501,Dg0000501,R000501,CAR,BENGUET,,BAGUIO CITY,Bayan Park Village,848,395,453,229
L00502,Dg0000502,R000502,CAR,BENGUET,,BAGUIO CITY,Bayan Park West (Bayan Park),"1,763",852,911,484
L00503,Dg0000503,R000503,CAR,BENGUET,,BAGUIO CITY,BGH Compound,"1,464",693,771,352
L00504,Dg0000504,R000504,CAR,BENGUET,,BAGUIO CITY,Brookside,"1,954",921,"1,033",536
L00505,Dg0000505,R000505,CAR,BENGUET,,BAGUIO CITY,Brookspoint,"2,289","1,103","1,186",585
L00506,Dg0000506,R000506,CAR,BENGUET,,BAGUIO CITY,Cabinet Hill-Teacher`s Camp,"3,263","1,569","1,694",874
L00507,Dg0000507,R000507,CAR,BENGUET,,BAGUIO CITY,Camdas Subdivision,"1,401",654,747,327
L00508,Dg0000508,R000508,CAR,BENGUET,,BAGUIO CITY,Camp 7,"9,694","4,638","5,056","2,270"
L00509,Dg0000509,R000509,CAR,BENGUET,,BAGUIO CITY,Camp 8,"2,665","1,275","1,390",629
L00510,Dg0000510,R000510,CAR,BENGUET,,BAGUIO CITY,Camp Allen,"2,196","1,110","1,086",663
L00511,Dg0000511,R000511,CAR,BENGUET,,BAGUIO CITY,Campo Filipino,"1,520",713,807,420
L00512,Dg0000512,R000512,CAR,BENGUET,,BAGUIO CITY,City Camp Central,"2,009",950,"1,059",463
L00513,Dg0000513,R000513,CAR,BENGUET,,BAGUIO CITY,City Camp Proper,"2,013",989,"1,024",464
L00514,Dg0000514,R000514,CAR,BENGUET,,BAGUIO CITY,Country Club Village,"1,972","1,016",956,469
L00515,Dg0000515,R000515,CAR,BENGUET,,BAGUIO CITY,Cresencia Village,"1,504",735,769,490
L00516,Dg0000516,R000516,CAR,BENGUET,,BAGUIO CITY,Dagsian Lower,"1,159",575,584,260
L00517,Dg0000517,R000517,CAR,BENGUET,,BAGUIO CITY,Dagsian Upper,637,330,307,146
L00518,Dg0000518,R000518,CAR,BENGUET,,BAGUIO CITY,Dizon Subdivision,"1,758",837,921,484
L00519,Dg0000519,R000519,CAR,BENGUET,,BAGUIO CITY,Dominican Hill-Mirador,"4,035","1,964","2,071",899
L00520,Dg0000520,R000520,CAR,BENGUET,,BAGUIO CITY,Dontogan,"4,579","2,258","2,321","1,078"
L00521,Dg0000521,R000521,CAR,BENGUET,,BAGUIO CITY,DPS Area,"1,029",484,545,203
L00522,Dg0000522,R000522,CAR,BENGUET,,BAGUIO CITY,Engineers` Hill,"2,086",969,"1,117",510
L00523,Dg0000523,R000523,CAR,BENGUET,,BAGUIO CITY,Fairview Village,"7,404","3,643","3,761","1,748"
L00524,Dg0000524,R000524,CAR,BENGUET,,BAGUIO CITY,Ferdinand (Happy Homes-Campo Sioco),"1,665",808,857,477
L00525,Dg0000525,R000525,CAR,BENGUET,,BAGUIO CITY,Fort del Pilar,"2,471","1,161","1,310",550
L00526,Dg0000526,R000526,CAR,BENGUET,,BAGUIO CITY,Gabriela Silang,"2,899","1,441","1,458",674
L00527,Dg0000527,R000527,CAR,BENGUET,,BAGUIO CITY,General Emilio F. Aguinaldo (Quirino-Magsaysay Lower),"2,126","1,061","1,065",495
L00528,Dg0000528,R000528,CAR,BENGUET,,BAGUIO CITY,General Luna Lower,484,188,296,255
L00529,Dg0000529,R000529,CAR,BENGUET,,BAGUIO CITY,General Luna Upper,941,438,503,358
L00530,Dg0000530,R000530,CAR,BENGUET,,BAGUIO CITY,Gibraltar,"7,060","3,465","3,595","1,784"
L00531,Dg0000531,R000531,CAR,BENGUET,,BAGUIO CITY,Greenwater Village,"1,728",850,878,479
L00532,Dg0000532,R000532,CAR,BENGUET,,BAGUIO CITY,Guisad Central,"1,908",877,"1,031",474
L00533,Dg0000533,R000533,CAR,BENGUET,,BAGUIO CITY,Guisad Sorong,"1,749",851,898,405
L00534,Dg0000534,R000534,CAR,BENGUET,,BAGUIO CITY,Happy Hollow,"2,157","1,116","1,041",608
L00535,Dg0000535,R000535,CAR,BENGUET,,BAGUIO CITY,Happy Homes (Happy Homes-Lucban),"1,433",697,736,430
L00536,Dg0000536,R000536,CAR,BENGUET,,BAGUIO CITY,Harrison-Claudio Carantes,291,139,152,88
L00537,Dg0000537,R000537,CAR,BENGUET,,BAGUIO CITY,Hillside,"1,539",721,818,356
L00538,Dg0000538,R000538,CAR,BENGUET,,BAGUIO CITY,Holy Ghost Extension,"2,993","1,486","1,507",767
L00539,Dg0000539,R000539,CAR,BENGUET,,BAGUIO CITY,Holy Ghost Proper,"2,026",991,"1,035",588
L00540,Dg0000540,R000540,CAR,BENGUET,,BAGUIO CITY,Honeymoon (Honeymoon-Holy Ghost),"3,252","1,572","1,680",967
L00541,Dg0000541,R000541,CAR,BENGUET,,BAGUIO CITY,Imelda R. Marcos (La Salle),"1,022",490,532,266
L00542,Dg0000542,R000542,CAR,BENGUET,,BAGUIO CITY,Imelda Village,"1,314",615,699,315
L00543,Dg0000543,R000543,CAR,BENGUET,,BAGUIO CITY,Irisan,"28,321","14,024","14,297","6,785"
L00544,Dg0000544,R000544,CAR,BENGUET,,BAGUIO CITY,Kabayanihan,102,49,53,27
L00545,Dg0000545,R000545,CAR,BENGUET,,BAGUIO CITY,Kagitingan,439,158,281,139
L00546,Dg0000546,R000546,CAR,BENGUET,,BAGUIO CITY,Kayang Extension,"1,212",601,611,270
L00547,Dg0000547,R000547,CAR,BENGUET,,BAGUIO CITY,Kayang-Hilltop,"1,108",502,606,302
L00548,Dg0000548,R000548,CAR,BENGUET,,BAGUIO CITY,Kias,"5,222","2,593","2,629","1,329"
L00549,Dg0000549,R000549,CAR,BENGUET,,BAGUIO CITY,Legarda-Burnham-Kisad,882,422,460,213
L00550,Dg0000550,R000550,CAR,BENGUET,,BAGUIO CITY,Liwanag-Loakan,"3,316","1,647","1,669",794
L00551,Dg0000551,R000551,CAR,BENGUET,,BAGUIO CITY,Loakan Proper,"9,158","4,437","4,721","2,256"
L00552,Dg0000552,R000552,CAR,BENGUET,,BAGUIO CITY,Lopez Jaena,"1,370",697,673,353
L00553,Dg0000553,R000553,CAR,BENGUET,,BAGUIO CITY,Lourdes Subdivision Extension,"1,093",541,552,265
L00554,Dg0000554,R000554,CAR,BENGUET,,BAGUIO CITY,Lourdes Subdivision Lower,192,94,98,43
L00555,Dg0000555,R000555,CAR,BENGUET,,BAGUIO CITY,Lourdes Subdivision Proper,788,367,421,191
