Loc_ID,Demographic_ID,Resource_ID,Region,Province,District,CityOrMunicipality,Barangay,Population,Male,Female,Families
L01010,Dg0001010,R001010,CAR,KALINGA,,RIZAL (LIWAN),Babalag East (Pob.),"1,179",599,580,254
L01011,Dg0001011,R001011,CAR,KALINGA,,RIZAL (LIWAN),Babalag West (Pob.),"1,851",960,891,403
L01012,Dg0001012,R001012,CAR,KALINGA,,RIZAL (LIWAN),Bulbol,750,379,371,159
L01013,Dg0001013,R001013,CAR,KALINGA,,RIZAL (LIWAN),Calaocan,"1,304",673,631,280
L01014,Dg0001014,R001014,CAR,KALINGA,,RIZAL (LIWAN),Kinama,762,411,351,174
L01015,Dg0001015,R001015,CAR,KALINGA,,RIZAL (LIWAN),Liwan East,"1,349",680,669,299
L01016,Dg0001016,R001016,CAR,KALINGA,,RIZAL (LIWAN),Liwan West,"2,490","1,215","1,275",546
L01017,Dg0001017,R001017,CAR,KALINGA,,RIZAL (LIWAN),Macutay,"1,575",798,777,355
L01018,Dg0001018,R001018,CAR,KALINGA,,RIZAL (LIWAN),Romualdez,594,312,282,121
L01019,Dg0001019,R001019,CAR,KALINGA,,RIZAL (LIWAN),San Francisco,482,254,228,92
L01020,Dg0001020,R001020,CAR,KALINGA,,RIZAL (LIWAN),San Pascual,"1,190",603,587,266
L01021,Dg0001021,R001021,CAR,KALINGA,,RIZAL (LIWAN),San Pedro,497,261,236,98
L01022,Dg0001022,R001022,CAR,KALINGA,,RIZAL (LIWAN),San Quintin,532,298,234,112
L01023,Dg0001023,R001023,CAR,KALINGA,,RIZAL (LIWAN),Santor,"1,387",721,666,274
L01024,Dg0001024,R001024,CAR,KALINGA,,CITY OF TABUK (Capital),,"103,589","52,683","50,906","20,335"
L01025,Dg0001025,R001025,CAR,KALINGA,,CITY OF TABUK (Capital),Agbannawag,"4,080","2,143","1,937",883
L01026,Dg0001026,R001026,CAR,KALINGA,,CITY OF TABUK (Capital),Amlao,682,343,339,138
L01027,Dg0001027,R001027,CAR,KALINGA,,CITY OF TABUK (Capital),Appas,"2,689","1,410","1,279",565
L01028,Dg0001028,R001028,CAR,KALINGA,,CITY OF TABUK (Capital),Bado Dangwa,"1,669",844,825,295
L01029,Dg0001029,R001029,CAR,KALINGA,,CITY OF TABUK (Capital),Bagumbayan,729,381,348,125
L01030,Dg0001030,R001030,CAR,KALINGA,,CITY OF TABUK (Capital),Balawag,"1,517",792,725,247
L01031,Dg0001031,R001031,CAR,KALINGA,,CITY OF TABUK (Capital),Balong,"1,680",878,802,356
L01032,Dg0001032,R001032,CAR,KALINGA,,CITY OF TABUK (Capital),Bantay,986,536,450,231
L01033,Dg0001033,R001033,CAR,KALINGA,,CITY OF TABUK (Capital),Bulanao,"15,840","7,882","7,958","3,026"
L01034,Dg0001034,R001034,CAR,KALINGA,,CITY OF TABUK (Capital),Bulanao Norte,"6,346","3,141","3,205","1,264"
L01035,Dg0001035,R001035,CAR,KALINGA,,CITY OF TABUK (Capital),Bulo,"5,057","2,604","2,453",923
L01036,Dg0001036,R001036,CAR,KALINGA,,CITY OF TABUK (Capital),Cabaritan,915,466,449,194
L01037,Dg0001037,R001037,CAR,KALINGA,,CITY OF TABUK (Capital),Cabaruan,"1,729",886,843,329
L01038,Dg0001038,R001038,CAR,KALINGA,,CITY OF TABUK (Capital),Calaccad,"1,339",702,637,241
L01039,Dg0001039,R001039,CAR,KALINGA,,CITY OF TABUK (Capital),Calanan,"1,310",648,662,262
L01040,Dg0001040,R001040,CAR,KALINGA,,CITY OF TABUK (Capital),Casigayan,"2,806","1,372","1,434",603
L01041,Dg0001041,R001041,CAR,KALINGA,,CITY OF TABUK (Capital),Cudal,"2,785","1,449","1,336",501
L01042,Dg0001042,R001042,CAR,KALINGA,,CITY OF TABUK (Capital),Dagupan Centro (Pob.),"3,251","1,569","1,682",653
L01043,Dg0001043,R001043,CAR,KALINGA,,CITY OF TABUK (Capital),Dagupan Weste,"3,985","1,975","2,010",836
L01044,Dg0001044,R001044,CAR,KALINGA,,CITY OF TABUK (Capital),Dilag,"6,226","3,132","3,094","1,233"
L01045,Dg0001045,R001045,CAR,KALINGA,,CITY OF TABUK (Capital),Dupag,"1,154",586,568,196
L01046,Dg0001046,R001046,CAR,KALINGA,,CITY OF TABUK (Capital),Gobgob,"1,823",965,858,349
L01047,Dg0001047,R001047,CAR,KALINGA,,CITY OF TABUK (Capital),Guilayon,835,430,405,151
L01048,Dg0001048,R001048,CAR,KALINGA,,CITY OF TABUK (Capital),Ipil,"2,606","1,374","1,232",508
L01049,Dg0001049,R001049,CAR,KALINGA,,CITY OF TABUK (Capital),Lacnog,"3,757","1,944","1,813",775
L01050,Dg0001050,R001050,CAR,KALINGA,,CITY OF TABUK (Capital),Lanna,"1,082",532,550,226
L01051,Dg0001051,R001051,CAR,KALINGA,,CITY OF TABUK (Capital),Laya East,"3,636","1,851","1,785",713
L01052,Dg0001052,R001052,CAR,KALINGA,,CITY OF TABUK (Capital),Laya West,"2,649","1,335","1,314",524
L01053,Dg0001053,R001053,CAR,KALINGA,,CITY OF TABUK (Capital),Lucog,"1,374",723,651,273
L01054,Dg0001054,R001054,CAR,KALINGA,,CITY OF TABUK (Capital),Magnao,"1,014",524,490,185
L01055,Dg0001055,R001055,CAR,KALINGA,,CITY OF TABUK (Capital),Magsaysay,"3,378","1,674","1,704",663
L01056,Dg0001056,R001056,CAR,KALINGA,,CITY OF TABUK (Capital),Malalao,399,212,187,87
L01057,Dg0001057,R001057,CAR,KALINGA,,CITY OF TABUK (Capital),Malin-awa,"1,765",916,849,303
L01058,Dg0001058,R001058,CAR,KALINGA,,CITY OF TABUK (Capital),Masablang,913,473,440,177
L01059,Dg0001059,R001059,CAR,KALINGA,,CITY OF TABUK (Capital),Nambaran,"3,638","1,895","1,743",677
L01060,Dg0001060,R001060,CAR,KALINGA,,CITY OF TABUK (Capital),Nambucayan,988,527,461,206
L01061,Dg0001061,R001061,CAR,KALINGA,,CITY OF TABUK (Capital),Naneng,690,356,334,124
L01062,Dg0001062,R001062,CAR,KALINGA,,CITY OF TABUK (Capital),New Tanglag,"1,301",672,629,231
L01063,Dg0001063,R001063,CAR,KALINGA,,CITY OF TABUK (Capital),San Juan,"2,103","1,063","1,040",457
L01064,Dg0001064,R001064,CAR,KALINGA,,CITY OF TABUK (Capital),San Julian,"1,184",615,569,245
L01065,Dg0001065,R001065,CAR,KALINGA,,CITY OF TABUK (Capital),Suyang,332,176,156,72
L01066,Dg0001066,R001066,CAR,KALINGA,,CITY OF TABUK (Capital),Tuga,"1,347",687,660,288
L01067,Dg0001067,R001067,CAR,KALINGA,,TANUDAN,,"8,514","4,498","4,016","1,414"
L01068,Dg0001068,R001068,CAR,KALINGA,,TANUDAN,Anggacan,320,164,156,55
L01069,Dg0001069,R001069,CAR,KALINGA,,TANUDAN,Anggacan Sur,224,125,99,40
L01070,Dg0001070,R001070,CAR,KALINGA,,TANUDAN,Babbanoy,367,197,170,60
L01071,Dg0001071,R001071,CAR,KALINGA,,TANUDAN,Dacalan,401,223,178,72
L01072,Dg0001072,R001072,CAR,KALINGA,,TANUDAN,Dupligan,"1,405",727,678,216
L01073,Dg0001073,R001073,CAR,KALINGA,,TANUDAN,Gaang,559,278,281,89
L01074,Dg0001074,R001074,CAR,KALINGA,,TANUDAN,Lay-asan,614,320,294,99
L01075,Dg0001075,R001075,CAR,KALINGA,,TANUDAN,Lower Lubo,632,337,295,119
L01076,Dg0001076,R001076,CAR,KALINGA,,TANUDAN,Lower Mangali,301,159,142,41
L01077,Dg0001077,R001077,CAR,KALINGA,,TANUDAN,Lower Taloctoc,318,164,154,64
L01078,Dg0001078,R001078,CAR,KALINGA,,TANUDAN,Mabaca,801,422,379,135
L01079,Dg0001079,R001079,CAR,KALINGA,,TANUDAN,Mangali Centro,409,213,196,64
L01080,Dg0001080,R001080,CAR,KALINGA,,TANUDAN,Pangol,801,424,377,130
L01081,Dg0001081,R001081,CAR,KALINGA,,TANUDAN,Poblacion,485,255,230,78
L01082,Dg0001082,R001082,CAR,KALINGA,,TANUDAN,Upper Lubo,522,302,220,92
L01083,Dg0001083,R001083,CAR,KALINGA,,TANUDAN,Upper Taloctoc,355,188,167,60
L01084,Dg0001084,R001084,CAR,KALINGA,,TINGLAYAN,,"12,557","6,485","6,072","2,305"
L01085,Dg0001085,R001085,CAR,KALINGA,,TINGLAYAN,Ambato Legleg,434,236,198,62
L01086,Dg0001086,R001086,CAR,KALINGA,,TINGLAYAN,Bangad Centro,610,313,297,110
L01087,Dg0001087,R001087,CAR,KALINGA,,TINGLAYAN,Basao,"1,196",617,579,231
L01088,Dg0001088,R001088,CAR,KALINGA,,TINGLAYAN,Belong Manubal,469,239,230,75
L01089,Dg0001089,R001089,CAR,KALINGA,,TINGLAYAN,Bugnay,992,498,494,190
L01090,Dg0001090,R001090,CAR,KALINGA,,TINGLAYAN,Buscalan (Buscalan-Locong),703,372,331,123
L01091,Dg0001091,R001091,CAR,KALINGA,,TINGLAYAN,Butbut (Butbut-Ngibat),580,294,286,119
L01092,Dg0001092,R001092,CAR,KALINGA,,TINGLAYAN,Dananao,719,352,367,118
L01093,Dg0001093,R001093,CAR,KALINGA,,TINGLAYAN,Loccong,495,259,236,84
L01094,Dg0001094,R001094,CAR,KALINGA,,TINGLAYAN,Lower Bangad,879,448,431,170
L01095,Dg0001095,R001095,CAR,KALINGA,,TINGLAYAN,Luplupa,521,265,256,96
L01096,Dg0001096,R001096,CAR,KALINGA,,TINGLAYAN,Mallango,799,461,338,146
L01097,Dg0001097,R001097,CAR,KALINGA,,TINGLAYAN,Ngibat,288,135,153,48
L01098,Dg0001098,R001098,CAR,KALINGA,,TINGLAYAN,Old Tinglayan,306,157,149,51
L01099,Dg0001099,R001099,CAR,KALINGA,,TINGLAYAN,Poblacion,833,416,417,169
L01100,Dg0001100,R001100,CAR,KALINGA,,TINGLAYAN,Sumadel 1,551,295,256,114
L01101,Dg0001101,R001101,CAR,KALINGA,,TINGLAYAN,Sumadel 2,535,277,258,103
L01102,Dg0001102,R001102,CAR,KALINGA,,TINGLAYAN,Tulgao East,535,281,254,94
L01103,Dg0001103,R001103,CAR,KALINGA,,TINGLAYAN,Tulgao West,556,302,254,94
L01104,Dg0001104,R001104,CAR,MOUNTAIN PROVINCE,,TINGLAYAN,Upper Bangad,556,268,288,108
L01105,Dg0001105,R001105,CAR,MOUNTAIN PROVINCE,,,,"154,063","79,295","74,768","33,048"
L01106,Dg0001106,R001106,CAR,MOUNTAIN PROVINCE,,BARLIG,,"5,838","3,027","2,811","1,553"
L01107,Dg0001107,R001107,CAR,MOUNTAIN PROVINCE,,BARLIG,Chupac,642,339,303,169
L01108,Dg0001108,R001108,CAR,MOUNTAIN PROVINCE,,BARLIG,Fiangtin,570,260,310,136
L01109,Dg0001109,R001109,CAR,MOUNTAIN PROVINCE,,BARLIG,Gawana (Pob.),759,373,386,182
L01110,Dg0001110,R001110,CAR,MOUNTAIN PROVINCE,,BARLIG,Kaleo,796,409,387,245
L01111,Dg0001111,R001111,CAR,MOUNTAIN PROVINCE,,BARLIG,Latang,427,220,207,125
L01112,Dg0001112,R001112,CAR,MOUNTAIN PROVINCE,,BARLIG,Lias Kanluran,501,275,226,105
L01113,Dg0001113,R001113,CAR,MOUNTAIN PROVINCE,,BARLIG,Lias Silangan,464,248,216,94
L01114,Dg0001114,R001114,CAR,MOUNTAIN PROVINCE,,BARLIG,Lingoy,240,127,113,70
L01115,Dg0001115,R001115,CAR,MOUNTAIN PROVINCE,,BARLIG,Lunas,590,322,268,192
L01116,Dg0001116,R001116,CAR,MOUNTAIN PROVINCE,,BARLIG,Macalana,310,165,145,85
L01117,Dg0001117,R001117,CAR,MOUNTAIN PROVINCE,,BARLIG,Ogoog,539,289,250,150
L01118,Dg0001118,R001118,CAR,MOUNTAIN PROVINCE,,BAUKO,,"30,172","15,723","14,449","6,253"
L01119,Dg0001119,R001119,CAR,MOUNTAIN PROVINCE,,BAUKO,Abatan,845,443,402,184
L01120,Dg0001120,R001120,CAR,MOUNTAIN PROVINCE,,BAUKO,Bagnen Oriente,689,349,340,162
L01121,Dg0001121,R001121,CAR,MOUNTAIN PROVINCE,,BAUKO,Bagnen Proper,750,397,353,174
L01122,Dg0001122,R001122,CAR,MOUNTAIN PROVINCE,,BAUKO,Balintaugan,144,83,61,29
L01123,Dg0001123,R001123,CAR,MOUNTAIN PROVINCE,,BAUKO,Banao,"1,822",945,877,345
L01124,Dg0001124,R001124,CAR,MOUNTAIN PROVINCE,,BAUKO,Bila (Bua),"1,204",595,609,303
L01125,Dg0001125,R001125,CAR,MOUNTAIN PROVINCE,,BAUKO,Guinzadan Central,"1,112",618,494,223
L01126,Dg0001126,R001126,CAR,MOUNTAIN PROVINCE,,BAUKO,Guinzadan Norte,"1,088",537,551,227
L01127,Dg0001127,R001127,CAR,MOUNTAIN PROVINCE,,BAUKO,Guinzadan Sur,"1,859",960,899,357
L01128,Dg0001128,R001128,CAR,MOUNTAIN PROVINCE,,BAUKO,Lagawa,"1,085",576,509,196
L01129,Dg0001129,R001129,CAR,MOUNTAIN PROVINCE,,BAUKO,Leseb,"1,348",695,653,239
L01130,Dg0001130,R001130,CAR,MOUNTAIN PROVINCE,,BAUKO,Mabaay,"1,489",789,700,302
L01131,Dg0001131,R001131,CAR,MOUNTAIN PROVINCE,,BAUKO,Mayag,910,467,443,191
L01132,Dg0001132,R001132,CAR,MOUNTAIN PROVINCE,,BAUKO,Monamon Norte,"2,097","1,115",982,417
L01133,Dg0001133,R001133,CAR,MOUNTAIN PROVINCE,,BAUKO,Monamon Sur,"3,574","1,903","1,671",761
L01134,Dg0001134,R001134,CAR,MOUNTAIN PROVINCE,,BAUKO,Mount Data,674,368,306,143
L01135,Dg0001135,R001135,CAR,MOUNTAIN PROVINCE,,BAUKO,Otucan Norte,508,276,232,117
L01136,Dg0001136,R001136,CAR,MOUNTAIN PROVINCE,,BAUKO,Otucan Sur,994,486,508,255
L01137,Dg0001137,R001137,CAR,MOUNTAIN PROVINCE,,BAUKO,Poblacion (Bauko),"1,630",832,798,372
L01138,Dg0001138,R001138,CAR,MOUNTAIN PROVINCE,,BAUKO,Sadsadan,"3,036","1,569","1,467",614
L01139,Dg0001139,R001139,CAR,MOUNTAIN PROVINCE,,BAUKO,Sinto,"1,042",556,486,241
L01140,Dg0001140,R001140,CAR,MOUNTAIN PROVINCE,,BAUKO,Tapapan,"2,272","1,164","1,108",401
L01141,Dg0001141,R001141,CAR,MOUNTAIN PROVINCE,,BESAO,,"7,818","4,059","3,759","1,830"
L01142,Dg0001142,R001142,CAR,MOUNTAIN PROVINCE,,BESAO,Agawa,431,238,193,96
L01143,Dg0001143,R001143,CAR,MOUNTAIN PROVINCE,,BESAO,Ambaguio,349,198,151,84
L01144,Dg0001144,R001144,CAR,MOUNTAIN PROVINCE,,BESAO,Banguitan,627,312,315,137
L01145,Dg0001145,R001145,CAR,MOUNTAIN PROVINCE,,BESAO,Besao East (Besao Proper),356,184,172,90
L01146,Dg0001146,R001146,CAR,MOUNTAIN PROVINCE,,BESAO,Besao West,493,245,248,114
L01147,Dg0001147,R001147,CAR,MOUNTAIN PROVINCE,,BESAO,Catengan,733,371,362,188
L01148,Dg0001148,R001148,CAR,MOUNTAIN PROVINCE,,BESAO,Gueday,748,416,332,186
L01149,Dg0001149,R001149,CAR,MOUNTAIN PROVINCE,,BESAO,Kin-iway (Pob.),750,366,384,177
L01150,Dg0001150,R001150,CAR,MOUNTAIN PROVINCE,,BESAO,Lacmaan,263,134,129,49
L01151,Dg0001151,R001151,CAR,MOUNTAIN PROVINCE,,BESAO,Laylaya,901,464,437,188
L01152,Dg0001152,R001152,CAR,MOUNTAIN PROVINCE,,BESAO,Padangan,499,248,251,125
L01153,Dg0001153,R001153,CAR,MOUNTAIN PROVINCE,,BESAO,Payeo,540,273,267,134
L01154,Dg0001154,R001154,CAR,MOUNTAIN PROVINCE,,BESAO,Suquib,325,171,154,68
L01155,Dg0001155,R001155,CAR,MOUNTAIN PROVINCE,,BESAO,Tamboan,803,439,364,194
L01156,Dg0001156,R001156,CAR,MOUNTAIN PROVINCE,,BONTOC (Capital),,"23,882","11,900","11,982","5,810"
L01157,Dg0001157,R001157,CAR,MOUNTAIN PROVINCE,,BONTOC (Capital),Alab Oriente,523,267,256,132
L01158,Dg0001158,R001158,CAR,MOUNTAIN PROVINCE,,BONTOC (Capital),Alab Proper,841,435,406,215
L01159,Dg0001159,R001159,CAR,MOUNTAIN PROVINCE,,BONTOC (Capital),Balili,403,224,179,94
L01160,Dg0001160,R001160,CAR,MOUNTAIN PROVINCE,,BONTOC (Capital),Bayyo,282,159,123,90
L01161,Dg0001161,R001161,CAR,MOUNTAIN PROVINCE,,BONTOC (Capital),Bontoc Ili,"4,985","2,500","2,485","1,232"
L01162,Dg0001162,R001162,CAR,MOUNTAIN PROVINCE,,BONTOC (Capital),Calutit,"2,454","1,166","1,288",582
L01163,Dg0001163,R001163,CAR,MOUNTAIN PROVINCE,,BONTOC (Capital),Caneo,616,298,318,126
L01164,Dg0001164,R001164,CAR,MOUNTAIN PROVINCE,,BONTOC (Capital),Dalican,990,505,485,212
L01165,Dg0001165,R001165,CAR,MOUNTAIN PROVINCE,,BONTOC (Capital),Gonogon,659,346,313,165
L01166,Dg0001166,R001166,CAR,MOUNTAIN PROVINCE,,BONTOC (Capital),Guinaang,"1,457",692,765,382
L01167,Dg0001167,R001167,CAR,MOUNTAIN PROVINCE,,BONTOC (Capital),Mainit,"1,067",542,525,257
L01168,Dg0001168,R001168,CAR,MOUNTAIN PROVINCE,,BONTOC (Capital),Maligcong,842,441,401,260
L01169,Dg0001169,R001169,CAR,MOUNTAIN PROVINCE,,BONTOC (Capital),Poblacion (Bontoc),"3,009","1,467","1,542",720
L01170,Dg0001170,R001170,CAR,MOUNTAIN PROVINCE,,BONTOC (Capital),Samoki,"2,869","1,405","1,464",674
L01171,Dg0001171,R001171,CAR,MOUNTAIN PROVINCE,,BONTOC (Capital),Talubin,"1,594",809,785,358
L01172,Dg0001172,R001172,CAR,MOUNTAIN PROVINCE,,BONTOC (Capital),Tocucan,"1,291",644,647,311
L01173,Dg0001173,R001173,CAR,MOUNTAIN PROVINCE,,NATONIN,,"10,048","5,301","4,747","1,969"
L01174,Dg0001174,R001174,CAR,MOUNTAIN PROVINCE,,NATONIN,Alunogan,975,516,459,176
L01175,Dg0001175,R001175,CAR,MOUNTAIN PROVINCE,,NATONIN,Balangao,"1,012",531,481,193
L01176,Dg0001176,R001176,CAR,MOUNTAIN PROVINCE,,NATONIN,Banao,229,114,115,56
L01177,Dg0001177,R001177,CAR,MOUNTAIN PROVINCE,,NATONIN,Banawal,"2,230","1,184","1,046",433
L01178,Dg0001178,R001178,CAR,MOUNTAIN PROVINCE,,NATONIN,Butac,648,350,298,133
L01179,Dg0001179,R001179,CAR,MOUNTAIN PROVINCE,,NATONIN,Maducayan,362,194,168,60
L01180,Dg0001180,R001180,CAR,MOUNTAIN PROVINCE,,NATONIN,Poblacion,"1,492",751,741,291
L01181,Dg0001181,R001181,CAR,MOUNTAIN PROVINCE,,NATONIN,Pudo,678,363,315,143
L01182,Dg0001182,R001182,CAR,MOUNTAIN PROVINCE,,NATONIN,Saliok,687,372,315,139
L01183,Dg0001183,R001183,CAR,MOUNTAIN PROVINCE,,NATONIN,Santa Isabel,631,328,303,115
L01184,Dg0001184,R001184,CAR,MOUNTAIN PROVINCE,,NATONIN,Tonglayan,"1,104",598,506,230
L01185,Dg0001185,R001185,CAR,MOUNTAIN PROVINCE,,PARACELIS,,"26,476","13,928","12,548","5,171"
L01186,Dg0001186,R001186,CAR,MOUNTAIN PROVINCE,,PARACELIS,Anonat,"2,265","1,180","1,085",472
L01187,Dg0001187,R001187,CAR,MOUNTAIN PROVINCE,,PARACELIS,Bacarni,"2,599","1,363","1,236",512
L01188,Dg0001188,R001188,CAR,MOUNTAIN PROVINCE,,PARACELIS,Bananao,"2,195","1,145","1,050",415
L01189,Dg0001189,R001189,CAR,MOUNTAIN PROVINCE,,PARACELIS,Bantay,"4,191","2,196","1,995",804
L01190,Dg0001190,R001190,CAR,MOUNTAIN PROVINCE,,PARACELIS,Butigue,"2,933","1,499","1,434",602
L01191,Dg0001191,R001191,CAR,MOUNTAIN PROVINCE,,PARACELIS,Bunot,"1,693",921,772,285
L01192,Dg0001192,R001192,CAR,MOUNTAIN PROVINCE,,PARACELIS,Buringal,"2,372","1,263","1,109",427
L01193,Dg0001193,R001193,CAR,MOUNTAIN PROVINCE,,PARACELIS,Palitod,"2,541","1,335","1,206",550
L01194,Dg0001194,R001194,CAR,MOUNTAIN PROVINCE,,PARACELIS,Poblacion,"5,687","3,026","2,661","1,104"
L01195,Dg0001195,R001195,CAR,MOUNTAIN PROVINCE,,SABANGAN,,"8,741","4,445","4,296","1,953"
L01196,Dg0001196,R001196,CAR,MOUNTAIN PROVINCE,,SABANGAN,Bao-angan,361,177,184,73
L01197,Dg0001197,R001197,CAR,MOUNTAIN PROVINCE,,SABANGAN,Bun-ayan,915,450,465,189
L01198,Dg0001198,R001198,CAR,MOUNTAIN PROVINCE,,SABANGAN,Busa,332,177,155,77
L01199,Dg0001199,R001199,CAR,MOUNTAIN PROVINCE,,SABANGAN,Camatagan,785,413,372,167
L01200,Dg0001200,R001200,CAR,MOUNTAIN PROVINCE,,SABANGAN,Capinitan,573,303,270,126
L01201,Dg0001201,R001201,CAR,MOUNTAIN PROVINCE,,SABANGAN,Data,744,385,359,171
L01202,Dg0001202,R001202,CAR,MOUNTAIN PROVINCE,,SABANGAN,Gayang,437,234,203,87
L01203,Dg0001203,R001203,CAR,MOUNTAIN PROVINCE,,SABANGAN,Lagan,465,239,226,107
L01204,Dg0001204,R001204,CAR,MOUNTAIN PROVINCE,,SABANGAN,Losad,556,274,282,130
L01205,Dg0001205,R001205,CAR,MOUNTAIN PROVINCE,,SABANGAN,Namatec,645,314,331,141
L01206,Dg0001206,R001206,CAR,MOUNTAIN PROVINCE,,SABANGAN,Napua,554,309,245,123
L01207,Dg0001207,R001207,CAR,MOUNTAIN PROVINCE,,SABANGAN,Pingad,306,156,150,70
L01208,Dg0001208,R001208,CAR,MOUNTAIN PROVINCE,,SABANGAN,Poblacion,"1,053",514,539,247
L01209,Dg0001209,R001209,CAR,MOUNTAIN PROVINCE,,SABANGAN,Supang,498,237,261,125
L01210,Dg0001210,R001210,CAR,MOUNTAIN PROVINCE,,SABANGAN,Tambingan,517,263,254,120
L01211,Dg0001211,R001211,CAR,MOUNTAIN PROVINCE,,SADANGA,,"9,155","4,629","4,526","1,783"
L01212,Dg0001212,R001212,CAR,MOUNTAIN PROVINCE,,SADANGA,Anabel,865,429,436,158
L01213,Dg0001213,R001213,CAR,MOUNTAIN PROVINCE,,SADANGA,Bekigan,584,295,289,111
L01214,Dg0001214,R001214,CAR,MOUNTAIN PROVINCE,,SADANGA,Belwang,"1,210",614,596,213
L01215,Dg0001215,R001215,CAR,MOUNTAIN PROVINCE,,SADANGA,Betwagan,"2,280","1,136","1,144",435
L01216,Dg0001216,R001216,CAR,MOUNTAIN PROVINCE,,SADANGA,Demang,904,464,440,194
L01217,Dg0001217,R001217,CAR,MOUNTAIN PROVINCE,,SADANGA,Poblacion,"1,547",772,775,326
L01218,Dg0001218,R001218,CAR,MOUNTAIN PROVINCE,,SADANGA,Sacasacan,747,396,351,163
L01219,Dg0001219,R001219,CAR,MOUNTAIN PROVINCE,,SADANGA,Saclit,"1,018",523,495,183
L01220,Dg0001220,R001220,CAR,MOUNTAIN PROVINCE,,SAGADA,,"11,244","5,756","5,488","2,677"
L01221,Dg0001221,R001221,CAR,MOUNTAIN PROVINCE,,SAGADA,Aguid,596,327,269,153
L01222,Dg0001222,R001222,CAR,MOUNTAIN PROVINCE,,SAGADA,Ambasing,796,402,394,192
L01223,Dg0001223,R001223,CAR,MOUNTAIN PROVINCE,,SAGADA,Angkeling,994,480,514,239
L01224,Dg0001224,R001224,CAR,MOUNTAIN PROVINCE,,SAGADA,Antadao,360,187,173,89
L01225,Dg0001225,R001225,CAR,MOUNTAIN PROVINCE,,SAGADA,Balugan,813,423,390,160
L01226,Dg0001226,R001226,CAR,MOUNTAIN PROVINCE,,SAGADA,Bangaan,703,368,335,168
L01227,Dg0001227,R001227,CAR,MOUNTAIN PROVINCE,,SAGADA,Dagdag (Pob.),814,394,420,195
L01228,Dg0001228,R001228,CAR,MOUNTAIN PROVINCE,,SAGADA,Demang (Pob.),758,377,381,167
L01229,Dg0001229,R001229,CAR,MOUNTAIN PROVINCE,,SAGADA,Fidelisan,462,240,222,103
L01230,Dg0001230,R001230,CAR,MOUNTAIN PROVINCE,,SAGADA,Kilong,393,206,187,97
L01231,Dg0001231,R001231,CAR,MOUNTAIN PROVINCE,,SAGADA,Madongo,485,256,229,127
L01232,Dg0001232,R001232,CAR,MOUNTAIN PROVINCE,,SAGADA,Nacagang,254,136,118,55
L01233,Dg0001233,R001233,CAR,MOUNTAIN PROVINCE,,SAGADA,Pide,362,203,159,96
L01234,Dg0001234,R001234,CAR,MOUNTAIN PROVINCE,,SAGADA,Poblacion (Patay),"1,537",770,767,354
L01235,Dg0001235,R001235,CAR,MOUNTAIN PROVINCE,,SAGADA,Suyo,395,195,200,92
L01236,Dg0001236,R001236,CAR,MOUNTAIN PROVINCE,,SAGADA,Taccong,315,168,147,73
L01237,Dg0001237,R001237,CAR,MOUNTAIN PROVINCE,,SAGADA,Tanulong,402,206,196,114
L01238,Dg0001238,R001238,CAR,MOUNTAIN PROVINCE,,SAGADA,Tetepan Norte,397,210,187,102
L01239,Dg0001239,R001239,CAR,MOUNTAIN PROVINCE,,SAGADA,Tetepan Sur,408,208,200,101
L01240,Dg0001240,R001240,CAR,MOUNTAIN PROVINCE,,TADIAN,,"20,689","10,527","10,162","4,049"
L01241,Dg0001241,R001241,CAR,MOUNTAIN PROVINCE,,TADIAN,Balaoa,"1,157",593,564,223
L01242,Dg0001242,R001242,CAR,MOUNTAIN PROVINCE,,TADIAN,Banaao,885,468,417,155
L01243,Dg0001243,R001243,CAR,MOUNTAIN PROVINCE,,TADIAN,Bantey,695,371,324,138
L01244,Dg0001244,R001244,CAR,MOUNTAIN PROVINCE,,TADIAN,Batayan,713,372,341,142
L01245,Dg0001245,R001245,CAR,MOUNTAIN PROVINCE,,TADIAN,Bunga,732,380,352,136
L01246,Dg0001246,R001246,CAR,MOUNTAIN PROVINCE,,TADIAN,Cadad-anan,"1,234",640,594,241
L01247,Dg0001247,R001247,CAR,MOUNTAIN PROVINCE,,TADIAN,Cagubatan,934,460,474,161
L01248,Dg0001248,R001248,CAR,MOUNTAIN PROVINCE,,TADIAN,Dacudac,"1,888",974,914,321
L01249,Dg0001249,R001249,CAR,MOUNTAIN PROVINCE,,TADIAN,Duagan,287,161,126,62
L01250,Dg0001250,R001250,CAR,MOUNTAIN PROVINCE,,TADIAN,Kayan East,896,471,425,196
L01251,Dg0001251,R001251,CAR,MOUNTAIN PROVINCE,,TADIAN,Kayan West,949,477,472,193
L01252,Dg0001252,R001252,CAR,MOUNTAIN PROVINCE,,TADIAN,Lenga,715,383,332,125
L01253,Dg0001253,R001253,CAR,MOUNTAIN PROVINCE,,TADIAN,Lubon,"2,073","1,021","1,052",417
L01254,Dg0001254,R001254,CAR,MOUNTAIN PROVINCE,,TADIAN,Mabalite,491,251,240,91
L01255,Dg0001255,R001255,CAR,MOUNTAIN PROVINCE,,TADIAN,Masla,"1,265",620,645,280
L01256,Dg0001256,R001256,CAR,MOUNTAIN PROVINCE,,TADIAN,Pandayan,948,496,452,182
